"","Y","M","D","Prec"
"13273",1956,5,3,1.10000001639128
"13274",1956,5,4,0
"13275",1956,5,5,0
"13276",1956,5,6,0
"13277",1956,5,7,1.90000002831221
"13278",1956,5,8,3.30000004917383
"13279",1956,5,9,0
"13280",1956,5,10,4.40000006556511
"13281",1956,5,11,8.50000012665987
"13282",1956,5,12,0
"13283",1956,5,13,0
"13284",1956,5,14,0
"13285",1956,5,15,1.30000001937151
"13286",1956,5,16,0
"13287",1956,5,17,6.00000008940697
"13288",1956,5,18,4.00000005960464
"13289",1956,5,19,4.00000005960464
"13290",1956,5,20,0
"13291",1956,5,21,0
"13292",1956,5,22,0
"13293",1956,5,23,0
"13294",1956,5,24,0
"13295",1956,5,25,0
"13296",1956,5,26,0
"13297",1956,5,27,0
"13298",1956,5,28,0
"13299",1956,5,29,0
"13300",1956,5,30,0
"13301",1956,5,31,0
"13302",1956,6,1,0
"13303",1956,6,2,0
"13304",1956,6,3,0
"13305",1956,6,4,0
"13306",1956,6,5,0
"13307",1956,6,6,0
"13308",1956,6,7,1.90000002831221
"13309",1956,6,8,0
"13310",1956,6,9,0
"13311",1956,6,10,2.30000003427267
"13312",1956,6,11,0
"13313",1956,6,12,4.00000005960464
"13314",1956,6,13,0
"13315",1956,6,14,0
"13316",1956,6,15,3.30000004917383
"13317",1956,6,16,2.5000000372529
"13318",1956,6,17,0
"13319",1956,6,18,0
"13320",1956,6,19,12.4000001847744
"13321",1956,6,20,2.10000003129244
"13322",1956,6,21,8.20000012218952
"13323",1956,6,22,7.30000010877848
"13324",1956,6,23,8.80000013113022
"13325",1956,6,24,1.70000002533197
"13326",1956,6,25,0
"13327",1956,6,26,0
"13328",1956,6,27,0
"13329",1956,6,28,0
"13330",1956,6,29,3.1000000461936
"13331",1956,6,30,0
"13332",1956,7,1,0
"13333",1956,7,2,0
"13334",1956,7,3,0
"13335",1956,7,4,5.50000008195639
"13336",1956,7,5,0
"13337",1956,7,6,3.00000004470348
"13338",1956,7,7,0
"13339",1956,7,8,0
"13340",1956,7,9,0
"13341",1956,7,10,0
"13342",1956,7,11,0
"13343",1956,7,12,0
"13344",1956,7,13,0
"13345",1956,7,14,8.7000001296401
"13346",1956,7,15,12.8000001907349
"13347",1956,7,16,10.0000001490116
"13348",1956,7,17,14.8000002205372
"13349",1956,7,18,0
"13350",1956,7,19,0
"13351",1956,7,20,0
"13352",1956,7,21,3.60000005364418
"13353",1956,7,22,6.60000009834766
"13354",1956,7,23,1.60000002384186
"13355",1956,7,24,3.1000000461936
"13356",1956,7,25,5.20000007748604
"13357",1956,7,26,0.800000011920929
"13358",1956,7,27,0
"13359",1956,7,28,0
"13360",1956,7,29,0
"13361",1956,7,30,6.90000010281801
"13362",1956,7,31,0
"13363",1956,8,1,0
"13364",1956,8,2,3.30000004917383
"13365",1956,8,3,2.40000003576279
"13366",1956,8,4,0
"13367",1956,8,5,1.10000001639128
"13368",1956,8,6,0
"13369",1956,8,7,0
"13370",1956,8,8,0
"13371",1956,8,9,0
"13372",1956,8,10,0
"13373",1956,8,11,2.00000002980232
"13374",1956,8,12,6.70000009983778
"13375",1956,8,13,0
"13376",1956,8,14,0
"13377",1956,8,15,0
"13378",1956,8,16,2.80000004172325
"13379",1956,8,17,1.60000002384186
"13380",1956,8,18,0
"13381",1956,8,19,0
"13382",1956,8,20,1.30000001937151
"13383",1956,8,21,5.10000007599592
"13384",1956,8,22,0
"13385",1956,8,23,0
"13386",1956,8,24,0
"13387",1956,8,25,1.90000002831221
"13388",1956,8,26,0
"13389",1956,8,27,0
"13390",1956,8,28,5.70000008493662
"13391",1956,8,29,9.80000014603138
"13392",1956,8,30,2.10000003129244
"13393",1956,8,31,0
"13394",1956,9,1,0
"13395",1956,9,2,0
"13396",1956,9,3,0
"13397",1956,9,4,13.0000001937151
"13398",1956,9,5,0
"13399",1956,9,6,0
"13400",1956,9,7,0.900000013411045
"13401",1956,9,8,6.90000010281801
"13402",1956,9,9,2.00000002980232
"13403",1956,9,10,5.70000008493662
"13404",1956,9,11,4.10000006109476
"13405",1956,9,12,15.9000002369285
"13406",1956,9,13,1.60000002384186
"13407",1956,9,14,0
"13408",1956,9,15,0
"13409",1956,9,16,0
"13410",1956,9,17,0
"13411",1956,9,18,0
"13412",1956,9,19,0
"13413",1956,9,20,0
"13414",1956,9,21,0
"13415",1956,9,22,0
"13416",1956,9,23,0
"13417",1956,9,24,0
"13418",1956,9,25,0
"13419",1956,9,26,0
"13420",1956,9,27,0
"13421",1956,9,28,0
"13422",1956,9,29,0.900000013411045
"13423",1956,9,30,0
"13424",1956,10,1,0
"13425",1956,10,2,0
"13426",1956,10,3,0
"13427",1956,10,4,0
"13428",1956,10,5,5.50000008195639
"13429",1956,10,6,42.8000006377697
"13430",1956,10,7,2.70000004023314
"13431",1956,10,8,0
"13432",1956,10,9,2.40000003576279
"13433",1956,10,10,0
"13434",1956,10,11,0
"13435",1956,10,12,0
"13436",1956,10,13,9.80000014603138
"13437",1956,10,14,0
"13438",1956,10,15,0
"13439",1956,10,16,0
"13440",1956,10,17,0
"13441",1956,10,18,1.80000002682209
"13442",1956,10,19,1.00000001490116
"13443",1956,10,20,0
"13444",1956,10,21,0
"13445",1956,10,22,0
"13446",1956,10,23,0
"13447",1956,10,24,0
"13448",1956,10,25,0
"13449",1956,10,26,2.30000003427267
"13450",1956,10,27,2.10000003129244
"13451",1956,10,28,5.50000008195639
"13452",1956,10,29,0
"13453",1956,10,30,0
"13454",1956,10,31,0
"13455",1956,11,1,1.00000001490116
"13456",1956,11,2,0
"13457",1956,11,3,0
"13458",1956,11,4,0
"13459",1956,11,5,0
"13460",1956,11,6,0
"13461",1956,11,7,0
"13462",1956,11,8,0
"13463",1956,11,9,0
"13464",1956,11,10,0
"13465",1956,11,11,0
"13466",1956,11,12,0
"13467",1956,11,13,0
"13468",1956,11,14,0
"13469",1956,11,15,1.20000001788139
"13470",1956,11,16,0
"13471",1956,11,17,0.500000007450581
"13472",1956,11,18,0
"13473",1956,11,19,0
"13474",1956,11,20,0
"13475",1956,11,21,0
"13476",1956,11,22,0
"13477",1956,11,23,0
"13478",1956,11,24,0
"13479",1956,11,25,0.500000007450581
"13480",1956,11,26,6.70000009983778
"13481",1956,11,27,0
"13482",1956,11,28,1.50000002235174
"13483",1956,11,29,0
"13484",1956,11,30,0
"13485",1956,12,1,0
"13486",1956,12,2,0
"13487",1956,12,3,0
"13488",1956,12,4,9.00000013411045
"13489",1956,12,5,5.80000008642673
"13490",1956,12,6,5.20000007748604
"13491",1956,12,7,0
"13492",1956,12,8,0
"13493",1956,12,9,1.10000001639128
"13494",1956,12,10,4.80000007152557
"13495",1956,12,11,0
"13496",1956,12,12,2.70000004023314
"13497",1956,12,13,3.7000000551343
"13498",1956,12,14,0
"13499",1956,12,15,1.00000001490116
"13500",1956,12,16,0
"13501",1956,12,17,0
"13502",1956,12,18,0
"13503",1956,12,19,0
"13504",1956,12,20,0
"13505",1956,12,21,1.70000002533197
"13506",1956,12,22,0.800000011920929
"13507",1956,12,23,0
"13508",1956,12,24,1.00000001490116
"13509",1956,12,25,0
"13510",1956,12,26,0
"13511",1956,12,27,0
"13512",1956,12,28,0
"13513",1956,12,29,0
"13514",1956,12,30,0
"13515",1956,12,31,1.20000001788139
"13516",1957,1,1,2.60000003874302
"13517",1957,1,2,0
"13518",1957,1,3,1.10000001639128
"13519",1957,1,4,0
"13520",1957,1,5,5.10000007599592
"13521",1957,1,6,5.00000007450581
"13522",1957,1,7,0
"13523",1957,1,8,0
"13524",1957,1,9,0
"13525",1957,1,10,0
"13526",1957,1,11,0
"13527",1957,1,12,1.30000001937151
"13528",1957,1,13,1.40000002086163
"13529",1957,1,14,0
"13530",1957,1,15,0
"13531",1957,1,16,0
"13532",1957,1,17,0
"13533",1957,1,18,0
"13534",1957,1,19,0
"13535",1957,1,20,0
"13536",1957,1,21,0
"13537",1957,1,22,0
"13538",1957,1,23,0
"13539",1957,1,24,0
"13540",1957,1,25,0
"13541",1957,1,26,0
"13542",1957,1,27,1.00000001490116
"13543",1957,1,28,0
"13544",1957,1,29,0
"13545",1957,1,30,0
"13546",1957,1,31,4.90000007301569
"13547",1957,2,1,4.90000007301569
"13548",1957,2,2,0
"13549",1957,2,3,3.00000004470348
"13550",1957,2,4,2.10000003129244
"13551",1957,2,5,0
"13552",1957,2,6,2.90000004321337
"13553",1957,2,7,1.10000001639128
"13554",1957,2,8,5.40000008046627
"13555",1957,2,9,1.20000001788139
"13556",1957,2,10,0.800000011920929
"13557",1957,2,11,0.800000011920929
"13558",1957,2,12,0.500000007450581
"13559",1957,2,13,1.10000001639128
"13560",1957,2,14,0
"13561",1957,2,15,1.70000002533197
"13562",1957,2,16,0
"13563",1957,2,17,0.900000013411045
"13564",1957,2,18,10.1000001505017
"13565",1957,2,19,2.30000003427267
"13566",1957,2,20,0
"13567",1957,2,21,1.10000001639128
"13568",1957,2,22,0
"13569",1957,2,23,2.70000004023314
"13570",1957,2,24,0
"13571",1957,2,25,0
"13572",1957,2,26,0
"13573",1957,2,27,0
"13574",1957,2,28,0
"13575",1957,3,1,0
"13576",1957,3,2,0
"13577",1957,3,3,0
"13578",1957,3,4,0.900000013411045
"13579",1957,3,5,0
"13580",1957,3,6,0
"13581",1957,3,7,0
"13582",1957,3,8,0
"13583",1957,3,9,0
"13584",1957,3,10,0
"13585",1957,3,11,0
"13586",1957,3,12,0
"13587",1957,3,13,0
"13588",1957,3,14,0
"13589",1957,3,15,10.300000153482
"13590",1957,3,16,0
"13591",1957,3,17,6.70000009983778
"13592",1957,3,18,6.40000009536743
"13593",1957,3,19,0
"13594",1957,3,20,0
"13595",1957,3,21,0
"13596",1957,3,22,0
"13597",1957,3,23,0
"13598",1957,3,24,0
"13599",1957,3,25,0
"13600",1957,3,26,0
"13601",1957,3,27,0
"13602",1957,3,28,2.5000000372529
"13603",1957,3,29,0
"13604",1957,3,30,0
"13605",1957,3,31,0
"13606",1957,4,1,0
"13607",1957,4,2,0
"13608",1957,4,3,0
"13609",1957,4,4,0
"13610",1957,4,5,0
"13611",1957,4,6,0
"13612",1957,4,7,0
"13613",1957,4,8,0
"13614",1957,4,9,0
"13615",1957,4,10,0
"13616",1957,4,11,0
"13617",1957,4,12,0
"13618",1957,4,13,0.800000011920929
"13619",1957,4,14,0
"13620",1957,4,15,0
"13621",1957,4,16,0
"13622",1957,4,17,2.60000003874302
"13623",1957,4,18,1.20000001788139
"13624",1957,4,19,0
"13625",1957,4,20,1.20000001788139
"13626",1957,4,21,0
"13627",1957,4,22,0
"13628",1957,4,23,0
"13629",1957,4,24,0
"13630",1957,4,25,0
"13631",1957,4,26,0
"13632",1957,4,27,0
"13633",1957,4,28,0
"13634",1957,4,29,18.8000002801418
"13635",1957,4,30,3.80000005662441
"13636",1957,5,1,0
"13637",1957,5,2,0
"13638",1957,5,3,0
"13639",1957,5,4,0
"13640",1957,5,5,0
"13641",1957,5,6,0
"13642",1957,5,7,7.60000011324883
"13643",1957,5,8,0
"13644",1957,5,9,20.700000308454
"13645",1957,5,10,6.40000009536743
"13646",1957,5,11,0
"13647",1957,5,12,0
"13648",1957,5,13,0
"13649",1957,5,14,0
"13650",1957,5,15,0
"13651",1957,5,16,0
"13652",1957,5,17,0
"13653",1957,5,18,0
"13654",1957,5,19,0
"13655",1957,5,20,0
"13656",1957,5,21,0
"13657",1957,5,22,0
"13658",1957,5,23,0
"13659",1957,5,24,0
"13660",1957,5,25,0
"13661",1957,5,26,0
"13662",1957,5,27,0
"13663",1957,5,28,0
"13664",1957,5,29,0
"13665",1957,5,30,0
"13666",1957,5,31,0
"13667",1957,6,1,0
"13668",1957,6,2,0
"13669",1957,6,3,0
"13670",1957,6,4,9.40000014007092
"13671",1957,6,5,1.40000002086163
"13672",1957,6,6,0
"13673",1957,6,7,1.20000001788139
"13674",1957,6,8,0
"13675",1957,6,9,1.90000002831221
"13676",1957,6,10,8.20000012218952
"13677",1957,6,11,0
"13678",1957,6,12,0
"13679",1957,6,13,0
"13680",1957,6,14,0
"13681",1957,6,15,0
"13682",1957,6,16,0
"13683",1957,6,17,0
"13684",1957,6,18,0
"13685",1957,6,19,6.90000010281801
"13686",1957,6,20,0
"13687",1957,6,21,0
"13688",1957,6,22,0
"13689",1957,6,23,0
"13690",1957,6,24,6.70000009983778
"13691",1957,6,25,0
"13692",1957,6,26,0
"13693",1957,6,27,0
"13694",1957,6,28,0
"13695",1957,6,29,0
"13696",1957,6,30,0
"13697",1957,7,1,0
"13698",1957,7,2,8.90000013262033
"13699",1957,7,3,0
"13700",1957,7,4,0
"13701",1957,7,5,0
"13702",1957,7,6,0
"13703",1957,7,7,0
"13704",1957,7,8,0
"13705",1957,7,9,6.2000000923872
"13706",1957,7,10,0
"13707",1957,7,11,7.40000011026859
"13708",1957,7,12,0
"13709",1957,7,13,0
"13710",1957,7,14,0
"13711",1957,7,15,6.70000009983778
"13712",1957,7,16,24.8000003695488
"13713",1957,7,17,4.60000006854534
"13714",1957,7,18,0
"13715",1957,7,19,0
"13716",1957,7,20,0
"13717",1957,7,21,0
"13718",1957,7,22,0
"13719",1957,7,23,0
"13720",1957,7,24,5.00000007450581
"13721",1957,7,25,0
"13722",1957,7,26,2.70000004023314
"13723",1957,7,27,4.60000006854534
"13724",1957,7,28,0
"13725",1957,7,29,0
"13726",1957,7,30,4.00000005960464
"13727",1957,7,31,1.80000002682209
"13728",1957,8,1,0
"13729",1957,8,2,0
"13730",1957,8,3,1.00000001490116
"13731",1957,8,4,0
"13732",1957,8,5,0
"13733",1957,8,6,0
"13734",1957,8,7,2.5000000372529
"13735",1957,8,8,0
"13736",1957,8,9,0
"13737",1957,8,10,17.6000002622604
"13738",1957,8,11,0
"13739",1957,8,12,0
"13740",1957,8,13,0.700000010430813
"13741",1957,8,14,14.0000002086163
"13742",1957,8,15,0
"13743",1957,8,16,7.90000011771917
"13744",1957,8,17,0
"13745",1957,8,18,5.10000007599592
"13746",1957,8,19,0
"13747",1957,8,20,0
"13748",1957,8,21,8.20000012218952
"13749",1957,8,22,8.30000012367964
"13750",1957,8,23,0
"13751",1957,8,24,2.20000003278255
"13752",1957,8,25,0
"13753",1957,8,26,2.10000003129244
"13754",1957,8,27,1.10000001639128
"13755",1957,8,28,4.00000005960464
"13756",1957,8,29,6.30000009387732
"13757",1957,8,30,0
"13758",1957,8,31,6.8000001013279
"13759",1957,9,1,3.50000005215406
"13760",1957,9,2,0
"13761",1957,9,3,3.00000004470348
"13762",1957,9,4,0
"13763",1957,9,5,0
"13764",1957,9,6,0
"13765",1957,9,7,0
"13766",1957,9,8,0
"13767",1957,9,9,0
"13768",1957,9,10,1.50000002235174
"13769",1957,9,11,0
"13770",1957,9,12,0
"13771",1957,9,13,0
"13772",1957,9,14,6.2000000923872
"13773",1957,9,15,7.70000011473894
"13774",1957,9,16,0
"13775",1957,9,17,0
"13776",1957,9,18,2.40000003576279
"13777",1957,9,19,4.00000005960464
"13778",1957,9,20,0
"13779",1957,9,21,2.20000003278255
"13780",1957,9,22,4.00000005960464
"13781",1957,9,23,16.8000002503395
"13782",1957,9,24,8.20000012218952
"13783",1957,9,25,0
"13784",1957,9,26,0
"13785",1957,9,27,3.50000005215406
"13786",1957,9,28,0
"13787",1957,9,29,5.80000008642673
"13788",1957,9,30,0
"13789",1957,10,1,1.30000001937151
"13790",1957,10,2,0
"13791",1957,10,3,0
"13792",1957,10,4,2.70000004023314
"13793",1957,10,5,0.900000013411045
"13794",1957,10,6,0
"13795",1957,10,7,0
"13796",1957,10,8,0
"13797",1957,10,9,0
"13798",1957,10,10,0
"13799",1957,10,11,0
"13800",1957,10,12,0
"13801",1957,10,13,0
"13802",1957,10,14,0
"13803",1957,10,15,0
"13804",1957,10,16,0
"13805",1957,10,17,0
"13806",1957,10,18,0
"13807",1957,10,19,0
"13808",1957,10,20,1.30000001937151
"13809",1957,10,21,0
"13810",1957,10,22,1.70000002533197
"13811",1957,10,23,0
"13812",1957,10,24,0
"13813",1957,10,25,0
"13814",1957,10,26,0
"13815",1957,10,27,0
"13816",1957,10,28,0
"13817",1957,10,29,0
"13818",1957,10,30,1.20000001788139
"13819",1957,10,31,0
"13820",1957,11,1,0
"13821",1957,11,2,0
"13822",1957,11,3,0
"13823",1957,11,4,0
"13824",1957,11,5,0
"13825",1957,11,6,0
"13826",1957,11,7,0
"13827",1957,11,8,0
"13828",1957,11,9,0
"13829",1957,11,10,0
"13830",1957,11,11,0
"13831",1957,11,12,0
"13832",1957,11,13,0
"13833",1957,11,14,0
"13834",1957,11,15,0
"13835",1957,11,16,0
"13836",1957,11,17,0
"13837",1957,11,18,0
"13838",1957,11,19,0
"13839",1957,11,20,0
"13840",1957,11,21,0
"13841",1957,11,22,0
"13842",1957,11,23,1.60000002384186
"13843",1957,11,24,1.10000001639128
"13844",1957,11,25,1.90000002831221
"13845",1957,11,26,3.1000000461936
"13846",1957,11,27,2.00000002980232
"13847",1957,11,28,7.80000011622906
"13848",1957,11,29,0
"13849",1957,11,30,0
"13850",1957,12,1,0
"13851",1957,12,2,0
"13852",1957,12,3,2.30000003427267
"13853",1957,12,4,3.30000004917383
"13854",1957,12,5,0
"13855",1957,12,6,0
"13856",1957,12,7,0
"13857",1957,12,8,6.70000009983778
"13858",1957,12,9,0
"13859",1957,12,10,0
"13860",1957,12,11,0
"13861",1957,12,12,0
"13862",1957,12,13,0
"13863",1957,12,14,11.8000001758337
"13864",1957,12,15,0
"13865",1957,12,16,0
"13866",1957,12,17,0
"13867",1957,12,18,0
"13868",1957,12,19,0
"13869",1957,12,20,0
"13870",1957,12,21,0
"13871",1957,12,22,0
"13872",1957,12,23,0
"13873",1957,12,24,0
"13874",1957,12,25,0
"13875",1957,12,26,0
"13876",1957,12,27,0
"13877",1957,12,28,1.10000001639128
"13878",1957,12,29,1.10000001639128
"13879",1957,12,30,2.00000002980232
"13880",1957,12,31,0
"13881",1958,1,1,2.40000003576279
"13882",1958,1,2,0
"13883",1958,1,3,0
"13884",1958,1,4,0
"13885",1958,1,5,1.80000002682209
"13886",1958,1,6,3.80000005662441
"13887",1958,1,7,4.30000006407499
"13888",1958,1,8,0
"13889",1958,1,9,1.00000001490116
"13890",1958,1,10,0
"13891",1958,1,11,0
"13892",1958,1,12,0
"13893",1958,1,13,0
"13894",1958,1,14,0
"13895",1958,1,15,0
"13896",1958,1,16,0
"13897",1958,1,17,0.700000010430813
"13898",1958,1,18,0.600000008940697
"13899",1958,1,19,0
"13900",1958,1,20,0
"13901",1958,1,21,1.70000002533197
"13902",1958,1,22,0
"13903",1958,1,23,2.10000003129244
"13904",1958,1,24,0
"13905",1958,1,25,0
"13906",1958,1,26,0
"13907",1958,1,27,0
"13908",1958,1,28,0
"13909",1958,1,29,0
"13910",1958,1,30,0
"13911",1958,1,31,0
"13912",1958,2,1,0
"13913",1958,2,2,0.500000007450581
"13914",1958,2,3,0
"13915",1958,2,4,1.00000001490116
"13916",1958,2,5,8.10000012069941
"13917",1958,2,6,0
"13918",1958,2,7,0
"13919",1958,2,8,1.90000002831221
"13920",1958,2,9,0
"13921",1958,2,10,0
"13922",1958,2,11,0
"13923",1958,2,12,1.80000002682209
"13924",1958,2,13,0
"13925",1958,2,14,2.70000004023314
"13926",1958,2,15,6.00000008940697
"13927",1958,2,16,5.40000008046627
"13928",1958,2,17,0.900000013411045
"13929",1958,2,18,0
"13930",1958,2,19,0
"13931",1958,2,20,1.10000001639128
"13932",1958,2,21,1.10000001639128
"13933",1958,2,22,2.10000003129244
"13934",1958,2,23,1.80000002682209
"13935",1958,2,24,0
"13936",1958,2,25,1.10000001639128
"13937",1958,2,26,0
"13938",1958,2,27,5.10000007599592
"13939",1958,2,28,0
"13940",1958,3,1,1.50000002235174
"13941",1958,3,2,10.4000001549721
"13942",1958,3,3,1.40000002086163
"13943",1958,3,4,0
"13944",1958,3,5,1.80000002682209
"13945",1958,3,6,2.00000002980232
"13946",1958,3,7,0
"13947",1958,3,8,2.80000004172325
"13948",1958,3,9,0
"13949",1958,3,10,0
"13950",1958,3,11,0
"13951",1958,3,12,0
"13952",1958,3,13,0
"13953",1958,3,14,0.900000013411045
"13954",1958,3,15,1.50000002235174
"13955",1958,3,16,1.00000001490116
"13956",1958,3,17,0
"13957",1958,3,18,0
"13958",1958,3,19,0
"13959",1958,3,20,0
"13960",1958,3,21,3.00000004470348
"13961",1958,3,22,1.00000001490116
"13962",1958,3,23,0
"13963",1958,3,24,0
"13964",1958,3,25,0
"13965",1958,3,26,0
"13966",1958,3,27,0
"13967",1958,3,28,0
"13968",1958,3,29,1.30000001937151
"13969",1958,3,30,0
"13970",1958,3,31,0
"13971",1958,4,1,1.30000001937151
"13972",1958,4,2,4.60000006854534
"13973",1958,4,3,0
"13974",1958,4,4,1.90000002831221
"13975",1958,4,5,3.1000000461936
"13976",1958,4,6,0
"13977",1958,4,7,0
"13978",1958,4,8,0
"13979",1958,4,9,0
"13980",1958,4,10,0
"13981",1958,4,11,0
"13982",1958,4,12,0
"13983",1958,4,13,0
"13984",1958,4,14,0
"13985",1958,4,15,0
"13986",1958,4,16,2.00000002980232
"13987",1958,4,17,10.6000001579523
"13988",1958,4,18,0
"13989",1958,4,19,2.10000003129244
"13990",1958,4,20,1.40000002086163
"13991",1958,4,21,4.90000007301569
"13992",1958,4,22,0
"13993",1958,4,23,0
"13994",1958,4,24,0
"13995",1958,4,25,0
"13996",1958,4,26,0
"13997",1958,4,27,1.90000002831221
"13998",1958,4,28,0
"13999",1958,4,29,0
"14000",1958,4,30,0
"14001",1958,5,1,0
"14002",1958,5,2,0
"14003",1958,5,3,0
"14004",1958,5,4,3.80000005662441
"14005",1958,5,5,0
"14006",1958,5,6,5.30000007897615
"14007",1958,5,7,4.00000005960464
"14008",1958,5,8,0
"14009",1958,5,9,5.00000007450581
"14010",1958,5,10,0
"14011",1958,5,11,4.50000006705523
"14012",1958,5,12,2.00000002980232
"14013",1958,5,13,0
"14014",1958,5,14,0
"14015",1958,5,15,3.20000004768372
"14016",1958,5,16,9.9000001475215
"14017",1958,5,17,0
"14018",1958,5,18,1.90000002831221
"14019",1958,5,19,0
"14020",1958,5,20,0
"14021",1958,5,21,0
"14022",1958,5,22,8.60000012814999
"14023",1958,5,23,0
"14024",1958,5,24,0
"14025",1958,5,25,0
"14026",1958,5,26,0
"14027",1958,5,27,0
"14028",1958,5,28,3.1000000461936
"14029",1958,5,29,0
"14030",1958,5,30,0
"14031",1958,5,31,3.40000005066395
"14032",1958,6,1,0
"14033",1958,6,2,0
"14034",1958,6,3,0
"14035",1958,6,4,3.60000005364418
"14036",1958,6,5,3.60000005364418
"14037",1958,6,6,0
"14038",1958,6,7,0
"14039",1958,6,8,0
"14040",1958,6,9,0
"14041",1958,6,10,0
"14042",1958,6,11,0
"14043",1958,6,12,0
"14044",1958,6,13,0
"14045",1958,6,14,0
"14046",1958,6,15,0
"14047",1958,6,16,0
"14048",1958,6,17,0
"14049",1958,6,18,11.8000001758337
"14050",1958,6,19,0
"14051",1958,6,20,3.40000005066395
"14052",1958,6,21,1.70000002533197
"14053",1958,6,22,0
"14054",1958,6,23,9.20000013709068
"14055",1958,6,24,0
"14056",1958,6,25,2.60000003874302
"14057",1958,6,26,0
"14058",1958,6,27,0
"14059",1958,6,28,8.10000012069941
"14060",1958,6,29,3.00000004470348
"14061",1958,6,30,10.5000001564622
"14062",1958,7,1,0
"14063",1958,7,2,0
"14064",1958,7,3,1.60000002384186
"14065",1958,7,4,0
"14066",1958,7,5,0
"14067",1958,7,6,12.900000192225
"14068",1958,7,7,4.40000006556511
"14069",1958,7,8,1.50000002235174
"14070",1958,7,9,0
"14071",1958,7,10,0
"14072",1958,7,11,0
"14073",1958,7,12,7.40000011026859
"14074",1958,7,13,0
"14075",1958,7,14,0
"14076",1958,7,15,0
"14077",1958,7,16,0
"14078",1958,7,17,0
"14079",1958,7,18,0
"14080",1958,7,19,0
"14081",1958,7,20,0
"14082",1958,7,21,1.70000002533197
"14083",1958,7,22,0
"14084",1958,7,23,10.9000001624227
"14085",1958,7,24,3.60000005364418
"14086",1958,7,25,0
"14087",1958,7,26,0
"14088",1958,7,27,0
"14089",1958,7,28,0
"14090",1958,7,29,0
"14091",1958,7,30,0
"14092",1958,7,31,0
"14093",1958,8,1,0
"14094",1958,8,2,15.8000002354383
"14095",1958,8,3,0
"14096",1958,8,4,0
"14097",1958,8,5,0
"14098",1958,8,6,0
"14099",1958,8,7,13.6000002026558
"14100",1958,8,8,8.00000011920929
"14101",1958,8,9,0.900000013411045
"14102",1958,8,10,0
"14103",1958,8,11,0
"14104",1958,8,12,0
"14105",1958,8,13,1.90000002831221
"14106",1958,8,14,0
"14107",1958,8,15,1.00000001490116
"14108",1958,8,16,0
"14109",1958,8,17,0
"14110",1958,8,18,0
"14111",1958,8,19,0
"14112",1958,8,20,8.80000013113022
"14113",1958,8,21,4.00000005960464
"14114",1958,8,22,0
"14115",1958,8,23,0
"14116",1958,8,24,1.70000002533197
"14117",1958,8,25,0
"14118",1958,8,26,0
"14119",1958,8,27,0
"14120",1958,8,28,0
"14121",1958,8,29,0
"14122",1958,8,30,1.50000002235174
"14123",1958,8,31,0
"14124",1958,9,1,0
"14125",1958,9,2,0
"14126",1958,9,3,0
"14127",1958,9,4,0
"14128",1958,9,5,0
"14129",1958,9,6,0
"14130",1958,9,7,0
"14131",1958,9,8,2.00000002980232
"14132",1958,9,9,1.30000001937151
"14133",1958,9,10,1.60000002384186
"14134",1958,9,11,0
"14135",1958,9,12,0
"14136",1958,9,13,0
"14137",1958,9,14,0
"14138",1958,9,15,0
"14139",1958,9,16,7.60000011324883
"14140",1958,9,17,0
"14141",1958,9,18,1.30000001937151
"14142",1958,9,19,0
"14143",1958,9,20,0
"14144",1958,9,21,1.10000001639128
"14145",1958,9,22,6.50000009685755
"14146",1958,9,23,2.40000003576279
"14147",1958,9,24,1.30000001937151
"14148",1958,9,25,4.90000007301569
"14149",1958,9,26,1.40000002086163
"14150",1958,9,27,3.90000005811453
"14151",1958,9,28,0
"14152",1958,9,29,0
"14153",1958,9,30,0
"14154",1958,10,1,0
"14155",1958,10,2,0
"14156",1958,10,3,3.40000005066395
"14157",1958,10,4,0
"14158",1958,10,5,0
"14159",1958,10,6,0
"14160",1958,10,7,11.4000001698732
"14161",1958,10,8,0
"14162",1958,10,9,0
"14163",1958,10,10,0
"14164",1958,10,11,0
"14165",1958,10,12,0
"14166",1958,10,13,13.1000001952052
"14167",1958,10,14,3.1000000461936
"14168",1958,10,15,6.60000009834766
"14169",1958,10,16,2.60000003874302
"14170",1958,10,17,0
"14171",1958,10,18,3.30000004917383
"14172",1958,10,19,2.5000000372529
"14173",1958,10,20,0
"14174",1958,10,21,0
"14175",1958,10,22,1.00000001490116
"14176",1958,10,23,2.5000000372529
"14177",1958,10,24,0
"14178",1958,10,25,1.90000002831221
"14179",1958,10,26,0
"14180",1958,10,27,0
"14181",1958,10,28,0
"14182",1958,10,29,0
"14183",1958,10,30,0
"14184",1958,10,31,0
"14185",1958,11,1,1.90000002831221
"14186",1958,11,2,0.700000010430813
"14187",1958,11,3,0
"14188",1958,11,4,2.80000004172325
"14189",1958,11,5,1.50000002235174
"14190",1958,11,6,3.40000005066395
"14191",1958,11,7,0
"14192",1958,11,8,0
"14193",1958,11,9,0
"14194",1958,11,10,7.30000010877848
"14195",1958,11,11,0
"14196",1958,11,12,0
"14197",1958,11,13,0
"14198",1958,11,14,4.70000007003546
"14199",1958,11,15,0
"14200",1958,11,16,0
"14201",1958,11,17,0
"14202",1958,11,18,0
"14203",1958,11,19,0
"14204",1958,11,20,0
"14205",1958,11,21,0
"14206",1958,11,22,0
"14207",1958,11,23,0
